"ISIR_Field","Discrepancy_Evaluation_Script","Additional_Doc_Req_Script","Required_Documents_Script","Aid_Year","Additional_Doc_Req_Msg","Manual_Discrepancy_Clear_Req","Description"
"MARITALSTATUSDATE","","","","2016-2017","","false",""
"ORIGINALID","","","","2016-2017","","false",""
"ORPHANWARDOFCOURTORFOSTERCARE","","","","2016-2017","","false",""
"PARENT1DATEOFBIRTH","","","","2016-2017","","false",""
"PARENT1FIRSTNAMEINITIAL","","","","2016-2017","","false",""
"PARENT1HIGHESTGRADELEVELCOMPLETED","","","","2016-2017","","false",""
"PARENT1INCOMEEARNEDFROMWORK","","","","2016-2017","","false",""
"PARENT1LASTNAME","","","","2016-2017","","false",""
"PARENT1SOCIALSECURITYNUMBER","","","","2016-2017","","false",""
"PARENT2DATEOFBIRTH","","","","2016-2017","","false",""
"PARENT2FIRSTNAMEINITIAL","","","","2016-2017","","false",""
"PARENT2HIGHESTGRADELEVELCOMPLETED","","","","2016-2017","","false",""
"PARENT2INCOMEEARNEDFROMWORK","","","","2016-2017","","false",""
"PARENT2LASTNAME","","","","2016-2017","","false",""
"PARENT2SOCIALSECURITYNUMBER","","","","2016-2017","","false",""
"PARENTASSETTHRESHOLDEXCEEDED","","","","2016-2017","","false",""
"PARENTDISLOCATEDWORKER","","","","2016-2017","","false",""
"PARENTFOODSTAMPBENEFITS","","","","2016-2017","","false",""
"PARENTFREEORREDUCEDPRICESCHOOLLUNCHBENEFITS","","","","2016-2017","","false",""
"PARENTSADJUSTEDGROSSINCOMEFROMIRSFORM","","","","2016-2017","","false",""
"PARENTSBUSINESSANDORINVESTMENTFARMNETWORTH","","","","2016-2017","","false",""
"PARENTSCASHSAVINGSANDCHECKING","","","","2016-2017","","false",""
"PARENTSCHILDSUPPORTPAID","","","","2016-2017","","false",""
"PARENTSCHILDSUPPORTRECEIVED","","","","2016-2017","","false",""
"PARENTSCOMBATPAY","","","","2016-2017","","false",""
"PARENTSCOOPERATIVEEDUCATION","","","","2016-2017","","false",""
"PARENTSEDUCATIONALCREDITS","","","","2016-2017","","false",""
"PARENTSELIGIBLETOFILE1040AOR1040EZ","","","","2016-2017","","false",""
"PARENTSEMAILADDRESS","","","","2016-2017","","false",""
"PARENTSEXEMPTIONSCLAIMED","","","","2016-2017","","false",""
"PARENTSGRANTSCHOLARSHIPAID","","","","2016-2017","","false",""
"PARENTSINTERESTINCOME","","","","2016-2017","","false",""
"PARENTSINVESTMENTNETWORTH","","","","2016-2017","","false",""
"PARENTSIRADISTRIBUTIONS","","","","2016-2017","","false",""
"PARENTSIRAPAYMENTS","","","","2016-2017","","false",""
"PARENTSIRSREQUESTFLAG","","","","2016-2017","","false",""
"PARENTSLEGALRESIDENCEDATE","","","","2016-2017","","false",""
"PARENTSLEGALRESIDENTSBEFORE","","","","2016-2017","","false",""
"PARENTSMARITALSTATUS","","","","2016-2017","","false",""
"PARENTSMARITALSTATUSDATE","","","","2016-2017","","false",""
"PARENTSMILITARYCLERGYALLOWANCES","","","","2016-2017","","false",""
"PARENTSNEEDBASEDEMPLOYMENT","","","","2016-2017","","false",""
"PARENTSNUMBERINCOLLEGE","","","","2016-2017","","false",""
"PARENTSNUMBEROFFAMILYMEMBERS","","","","2016-2017","","false",""
"PARENTSOTHERUNTAXEDINCOME","","","","2016-2017","","false",""
"PARENTSPENSIONPAYMENTS","","","","2016-2017","","false",""
"PARENTSSTATEOFLEGALRESIDENCE","","","","2016-2017","","false",""
"PARENTSTAXRETURNCOMPLETED","","","","2016-2017","","false",""
"PARENTSTYPEOFTAXFORMUSED","","","","2016-2017","","false",""
"PARENTSUNTAXEDPENSIONS","","","","2016-2017","","false",""
"PARENTSUPPLEMENTALSECURITYINCOMEBENEFITS","","","","2016-2017","","false",""
"PARENTSUSINCOMETAXPAID","","","","2016-2017","","false",""
"PARENTSVETERANSNONEDUCATIONBENEFITS","","","","2016-2017","","false",""
"PARENTTANFBENEFITS","","","","2016-2017","","false",""
"PARENTWICBENEFITS","","","","2016-2017","","false",""
"PERMANENTCITY","","","","2016-2017","","false",""
"PERMANENTPHONENO","","","","2016-2017","","false",""
"PERMANENTSTATE","","","","2016-2017","","false",""
"PERMANENTZIPCODE","","","","2016-2017","","false",""
"PREPARERSEMPLOYERIDENTIFICATIONNUMBEREIN","","","","2016-2017","","false",""
"PREPARERSSIGNATURE","","","","2016-2017","","false",""
"PREPARERSSOCIALSECURITYNUMBER","","","","2016-2017","","false",""
"PRIMARYEFC","","","","2016-2017","","false",""
"PRIMARYEFCTYPE","","","","2016-2017","","false",""
"REJECTOVERRIDE3","","","","2016-2017","","false",""
"SECONDARYEFC","","","","2016-2017","","false",""
"SECONDARYEFCTYPE","","","","2016-2017","","false",""
"SIGNATUREREJECTEFC","","","","2016-2017","","false",""
"SIGNEDBY","","","","2016-2017","","false",""
"SPECIALCIRCUMSTANCESFLAG","","","","2016-2017","","false",""
"SPOUSESINCOMEEARNEDFROMWORK","","","","2016-2017","","false",""
"STUDENTASSETTHRESHOLDEXCEEDED","","","","2016-2017","","false",""
"STUDENTELIGIBLETOFILE1040AOR1040EZ","","","","2016-2017","","false",""
"STUDENTFIRSTNAME","","","","2016-2017","","false",""
"STUDENTFOODSTAMPBENEFITS","","","","2016-2017","","false",""
"STUDENTFREEORREDUCEDPRICESCHOOLLUNCHBENEFITS","","","","2016-2017","","false",""
"STUDENTLASTNAME","","","","2016-2017","","false",""
"STUDENTLEGALRESDATE","","","","2016-2017","","false",""
"STUDENTMARITALSTATUS","","","","2016-2017","","false",""
"STUDENTMIDDLEINITIAL","","","","2016-2017","","false",""
"STUDENTSADJUSTEDGROSSINCOMEFROMIRSFORM","","","","2016-2017","","false",""
"STUDENTSBUSINESSANDORINVESTMENTFARMNETWORTH","","","","2016-2017","","false",""
"STUDENTSCASHSAVINGSANDCHECKING","","","","2016-2017","","false",""
"STUDENTSCHILDSUPPORTPAID","","","","2016-2017","","false",""
"STUDENTSCHILDSUPPORTRECEIVED","","","","2016-2017","","false",""
"STUDENTSCOMBATPAY","","","","2016-2017","","false",""
"STUDENTSCOOPERATIVEEDUCATION","","","","2016-2017","","false",""
"STUDENTSCURRENTSOCIALSECURITYNUMBER","","","","2016-2017","","false",""
"STUDENTSEDUCATIONALCREDITS","","","","2016-2017","","false",""
"STUDENTSEX","","","","2016-2017","","false",""
"STUDENTSEXEMPTIONSCLAIMED","","","","2016-2017","","false",""
"STUDENTSGRANTSCHOLARSHIPAID","","","","2016-2017","","false",""
"STUDENTSINCOMEEARNEDFROMWORK","","","","2016-2017","","false",""
"STUDENTSINTERESTINCOME","","","","2016-2017","","false",""
"STUDENTSINVESTMENTNETWORTH","","","","2016-2017","","false",""
"STUDENTSIRADISTRIBUTIONS","","","","2016-2017","","false",""
"STUDENTSIRAPAYMENTS","","","","2016-2017","","false",""
"STUDENTSIRSREQUESTFLAG","","","","2016-2017","","false",""
"STUDENTSMILITARYCLERGYALLOWANCES","","","","2016-2017","","false",""
"STUDENTSNEEDBASEDEMPLOYMENT","","","","2016-2017","","false",""
"STUDENTSNUMBERINCOLLEGE","","","","2016-2017","","false",""
"STUDENTSNUMBEROFFAMILYMEMBERS","","","","2016-2017","","false",""
"STUDENTSOTHERNONREPORTEDMONEY","","","","2016-2017","","false",""
"STUDENTSOTHERUNTAXEDINCOME","","","","2016-2017","","false",""
"STUDENTSPENSIONPAYMENTS","","","","2016-2017","","false",""
"STUDENTSPOUSEDISLOCATEDWORKER","","","","2016-2017","","false",""
"STUDENTSSN","","","","2016-2017","","false",""
"STUDENTSTAXRETURNCOMPLETED","","","","2016-2017","","false",""
"STUDENTSTYPEOFTAXFORMUSED","","","","2016-2017","","false",""
"STUDENTSUNTAXEDPENSIONS","","","","2016-2017","","false",""
"STUDENTSUPPLEMENTALSECURITYINCOMEBENEFITS","","","","2016-2017","","false",""
"STUDENTSUSINCOMETAXPAID","","","","2016-2017","","false",""
"STUDENTSVETERANSNONEDUCATIONBENEFITS","","","","2016-2017","","false",""
"STUDENTTANFBENEFITS","","","","2016-2017","","false",""
"STUDENTWICBENEFITS","","","","2016-2017","","false",""
"STUNDENTSLEGALRESIDENCEBEFORE","","","","2016-2017","","false",""
"TRANSACTIONDATASOURCETYPECODE","","","","2016-2017","","false",""
"TRANSACTIONNUMBER","","","","2016-2017","","false",""
"TRANSACTIONRECEIPTDATE","","","","2016-2017","","false",""
"UNACCOMPANIEDYOUTHDETERMINEDBYHUD","","","","2016-2017","","false",""
"UNACCOMPANIEDYOUTHDETERMINEDBYSCHOOLDISTRICTLIAISON","","","","2016-2017","","false",""
"VETERANOFUSARMEDFORCES","","","","2016-2017","","false",""
"WORKINGONAMASTERSORDOCTORATEPROGRAM","","","","2016-2017","","false",""
"ALIENREGISTRATIONNUMBER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"AREYOUONACTIVEDUTYINUSARMEDFORCES","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"ASOFTODAYANEMANCIPATEDMINOR","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"ASOFTODAYINLEGALGUARDIANSHIP","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"ASSUMPTIONOVERRIDE1","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"ASSUMPTIONOVERRIDE2","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"ASSUMPTIONOVERRIDE3","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"ASSUMPTIONOVERRIDE4","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"ATRISKOFHOMELESSNESS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"BORNBEFORE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"CITIZENSHIPSTATUS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"DATEAPPLICATIONCOMPLETED","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"DATEOFBIRTH","isir/discrepancy/2018/DATEOFBIRTH/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"DEGREECERTIFICATE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"DEPENDENCYOVERRIDE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"DEPENDENCYSTATUS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"DOYOUWANTSELECTIVESERVICETOREGISTERYOU","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"DRIVERLICENSENUMBER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"DRIVERLICENSESTATE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"DRUGCONVICTIONAFFECTINGELIGIBILITY","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"EMAILADDRESS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"FAAFEDERALSCHOOLCODE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"FEDERALSCHOOLCODE1","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"FEDERALSCHOOLCODE10","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"FEDERALSCHOOLCODE10HOUSINGPLANS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"FEDERALSCHOOLCODE1HOUSINGPLANS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"FEDERALSCHOOLCODE2","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"FEDERALSCHOOLCODE2HOUSINGPLANS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"FEDERALSCHOOLCODE3","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"FEDERALSCHOOLCODE3HOUSINGPLANS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"FEDERALSCHOOLCODE4","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"FEDERALSCHOOLCODE4HOUSINGPLANS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"FEDERALSCHOOLCODE5","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"FEDERALSCHOOLCODE5HOUSINGPLANS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"FEDERALSCHOOLCODE6","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"FEDERALSCHOOLCODE6HOUSINGPLANS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"FEDERALSCHOOLCODE7","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"FEDERALSCHOOLCODE7HOUSINGPLANS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"FEDERALSCHOOLCODE8","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"FEDERALSCHOOLCODE8HOUSINGPLANS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"FEDERALSCHOOLCODE9","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"FEDERALSCHOOLCODE9HOUSINGPLANS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"FIRSTBACHELORSDEGREEBY","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"GRADELEVELINCOLLEGE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"HAVECHILDRENYOUSUPPORT","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"HAVELEGALDEPENDENTSOTHERTHANCHILDRENORSPOUSE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"HIGHSCHOOLCITY","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"HIGHSCHOOLCODE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"HIGHSCHOOLNAME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"HIGHSCHOOLSTATE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"HSDIPLOMAOREQUIVALENT","isir/discrepancy/2018/HSDIPLOMAOREQUIVALENT/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"INTERESTEDINWORKSTUDY","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"ISSTUDENTMARRIED","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"LEGALSTATERESIDENCE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"MAILINGADDRESS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"MARITALSTATUSDATE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"ORIGINALID","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"ORPHANWARDOFCOURTORFOSTERCARE","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"PARENT1DATEOFBIRTH","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"PARENT1FIRSTNAMEINITIAL","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"PARENT1HIGHESTGRADELEVELCOMPLETED","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"PARENT1INCOMEEARNEDFROMWORK","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"PARENT1LASTNAME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"PARENT1SOCIALSECURITYNUMBER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"PARENT2DATEOFBIRTH","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"PARENT2FIRSTNAMEINITIAL","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"PARENT2HIGHESTGRADELEVELCOMPLETED","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"PARENT2INCOMEEARNEDFROMWORK","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"PARENT2LASTNAME","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"PARENT2SOCIALSECURITYNUMBER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"PARENTASSETTHRESHOLDEXCEEDED","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"PARENTDISLOCATEDWORKER","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"PARENTFOODSTAMPBENEFITS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"PARENTFREEORREDUCEDPRICESCHOOLLUNCHBENEFITS","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
"PARENTSADJUSTEDGROSSINCOMEFROMIRSFORM","isir/discrepancy/2018/STUDENTSOTHERUNTAXEDINCOME/DiscrepancyEvaluationScript.groovy","","","2017-2018","","false","Insert a description here"
