"Item_Title","Component_Title","Config_Title","Enrollment_Status","Program_Type","Program_Modality","Additional_COA_Components","COA_Component_Cost_Type","COA_Item_Applicability","Cost_Value","Aid_Year"
"Transportation Costs","BUDGET","GROUND_CERTIFICATE_UNDERGRADUATE_2017-2018_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_UNDERGRADUATE","GROUND","","BUDGET","FIXED","150","2017-2018"
"Books","STANDARD","GROUND_CERTIFICATE_UNDERGRADUATE_2017-2018_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_UNDERGRADUATE","GROUND","","STANDARD","PER_CREDIT","30","2017-2018"
"Resource Fee","STANDARD","GROUND_CERTIFICATE_UNDERGRADUATE_2017-2018_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_UNDERGRADUATE","GROUND","","STANDARD","FIXED","140","2017-2018"
"Tuition","STANDARD","GROUND_CERTIFICATE_UNDERGRADUATE_2017-2018_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","CERTIFICATE_UNDERGRADUATE","GROUND","","STANDARD","PER_CREDIT","500","2017-2018"
"Personal Miscellaneous","BUDGET","GROUND_CERTIFICATE_UNDERGRADUATE_2017-2018_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_UNDERGRADUATE","GROUND","","BUDGET","FIXED","0","2017-2018"
"Room and Board","BUDGET","GROUND_CERTIFICATE_UNDERGRADUATE_2017-2018_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_UNDERGRADUATE","GROUND","","BUDGET","FIXED","0","2017-2018"
"Transportation Costs","BUDGET","GROUND_CERTIFICATE_UNDERGRADUATE_2017-2018_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_UNDERGRADUATE","GROUND","","BUDGET","FIXED","0","2017-2018"
"Books","STANDARD","GROUND_CERTIFICATE_UNDERGRADUATE_2017-2018_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_UNDERGRADUATE","GROUND","","STANDARD","PER_CREDIT","0","2017-2018"
"Resource Fee","STANDARD","GROUND_CERTIFICATE_UNDERGRADUATE_2017-2018_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_UNDERGRADUATE","GROUND","","STANDARD","FIXED","0","2017-2018"
"Tuition","STANDARD","GROUND_CERTIFICATE_UNDERGRADUATE_2017-2018_NOT_ATTENDING","NOT_ATTENDING","CERTIFICATE_UNDERGRADUATE","GROUND","","STANDARD","PER_CREDIT","0","2017-2018"
"Personal Miscellaneous","BUDGET","GROUND_CERTIFICATE_UNDERGRADUATE_2017-2018_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_UNDERGRADUATE","GROUND","","BUDGET","FIXED","650","2017-2018"
"Room and Board","BUDGET","GROUND_CERTIFICATE_UNDERGRADUATE_2017-2018_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_UNDERGRADUATE","GROUND","","BUDGET","FIXED","3600","2017-2018"
"Transportation Costs","BUDGET","GROUND_CERTIFICATE_UNDERGRADUATE_2017-2018_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_UNDERGRADUATE","GROUND","","BUDGET","FIXED","150","2017-2018"
"Books","STANDARD","GROUND_CERTIFICATE_UNDERGRADUATE_2017-2018_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_UNDERGRADUATE","GROUND","","STANDARD","PER_CREDIT","30","2017-2018"
"Resource Fee","STANDARD","GROUND_CERTIFICATE_UNDERGRADUATE_2017-2018_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_UNDERGRADUATE","GROUND","","STANDARD","FIXED","140","2017-2018"
"Tuition","STANDARD","GROUND_CERTIFICATE_UNDERGRADUATE_2017-2018_THREE_QUARTER_TIME","THREE_QUARTER_TIME","CERTIFICATE_UNDERGRADUATE","GROUND","","STANDARD","PER_CREDIT","500","2017-2018"
"Personal Miscellaneous","BUDGET","GROUND_DOCTORAL_2017-2018_FULL_TIME","FULL_TIME","DOCTORAL","GROUND","","BUDGET","FIXED","650","2017-2018"
"Room and Board","BUDGET","GROUND_DOCTORAL_2017-2018_FULL_TIME","FULL_TIME","DOCTORAL","GROUND","","BUDGET","FIXED","3600","2017-2018"
"Transportation Costs","BUDGET","GROUND_DOCTORAL_2017-2018_FULL_TIME","FULL_TIME","DOCTORAL","GROUND","","BUDGET","FIXED","150","2017-2018"
"Books","STANDARD","GROUND_DOCTORAL_2017-2018_FULL_TIME","FULL_TIME","DOCTORAL","GROUND","","STANDARD","PER_CREDIT","30","2017-2018"
"Resource Fee","STANDARD","GROUND_DOCTORAL_2017-2018_FULL_TIME","FULL_TIME","DOCTORAL","GROUND","","STANDARD","FIXED","140","2017-2018"
"Tuition","STANDARD","GROUND_DOCTORAL_2017-2018_FULL_TIME","FULL_TIME","DOCTORAL","GROUND","","STANDARD","PER_CREDIT","500","2017-2018"
"Personal Miscellaneous","BUDGET","GROUND_DOCTORAL_2017-2018_HALF_TIME","HALF_TIME","DOCTORAL","GROUND","","BUDGET","FIXED","650","2017-2018"
"Room and Board","BUDGET","GROUND_DOCTORAL_2017-2018_HALF_TIME","HALF_TIME","DOCTORAL","GROUND","","BUDGET","FIXED","3600","2017-2018"
"Transportation Costs","BUDGET","GROUND_DOCTORAL_2017-2018_HALF_TIME","HALF_TIME","DOCTORAL","GROUND","","BUDGET","FIXED","150","2017-2018"
"Books","STANDARD","GROUND_DOCTORAL_2017-2018_HALF_TIME","HALF_TIME","DOCTORAL","GROUND","","STANDARD","PER_CREDIT","30","2017-2018"
"Resource Fee","STANDARD","GROUND_DOCTORAL_2017-2018_HALF_TIME","HALF_TIME","DOCTORAL","GROUND","","STANDARD","FIXED","140","2017-2018"
"Tuition","STANDARD","GROUND_DOCTORAL_2017-2018_HALF_TIME","HALF_TIME","DOCTORAL","GROUND","","STANDARD","PER_CREDIT","500","2017-2018"
"Personal Miscellaneous","BUDGET","GROUND_DOCTORAL_2017-2018_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","DOCTORAL","GROUND","","BUDGET","FIXED","650","2017-2018"
"Room and Board","BUDGET","GROUND_DOCTORAL_2017-2018_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","DOCTORAL","GROUND","","BUDGET","FIXED","3600","2017-2018"
"Transportation Costs","BUDGET","GROUND_DOCTORAL_2017-2018_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","DOCTORAL","GROUND","","BUDGET","FIXED","150","2017-2018"
"Books","STANDARD","GROUND_DOCTORAL_2017-2018_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","DOCTORAL","GROUND","","STANDARD","PER_CREDIT","30","2017-2018"
"Resource Fee","STANDARD","GROUND_DOCTORAL_2017-2018_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","DOCTORAL","GROUND","","STANDARD","FIXED","140","2017-2018"
"Tuition","STANDARD","GROUND_DOCTORAL_2017-2018_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","DOCTORAL","GROUND","","STANDARD","PER_CREDIT","500","2017-2018"
"Personal Miscellaneous","BUDGET","GROUND_DOCTORAL_2017-2018_NOT_ATTENDING","NOT_ATTENDING","DOCTORAL","GROUND","","BUDGET","FIXED","0","2017-2018"
"Room and Board","BUDGET","GROUND_DOCTORAL_2017-2018_NOT_ATTENDING","NOT_ATTENDING","DOCTORAL","GROUND","","BUDGET","FIXED","0","2017-2018"
"Transportation Costs","BUDGET","GROUND_DOCTORAL_2017-2018_NOT_ATTENDING","NOT_ATTENDING","DOCTORAL","GROUND","","BUDGET","FIXED","0","2017-2018"
"Books","STANDARD","GROUND_DOCTORAL_2017-2018_NOT_ATTENDING","NOT_ATTENDING","DOCTORAL","GROUND","","STANDARD","PER_CREDIT","0","2017-2018"
"Resource Fee","STANDARD","GROUND_DOCTORAL_2017-2018_NOT_ATTENDING","NOT_ATTENDING","DOCTORAL","GROUND","","STANDARD","FIXED","0","2017-2018"
"Tuition","STANDARD","GROUND_DOCTORAL_2017-2018_NOT_ATTENDING","NOT_ATTENDING","DOCTORAL","GROUND","","STANDARD","PER_CREDIT","0","2017-2018"
"Personal Miscellaneous","BUDGET","GROUND_DOCTORAL_2017-2018_THREE_QUARTER_TIME","THREE_QUARTER_TIME","DOCTORAL","GROUND","","BUDGET","FIXED","650","2017-2018"
"Room and Board","BUDGET","GROUND_DOCTORAL_2017-2018_THREE_QUARTER_TIME","THREE_QUARTER_TIME","DOCTORAL","GROUND","","BUDGET","FIXED","3600","2017-2018"
"Transportation Costs","BUDGET","GROUND_DOCTORAL_2017-2018_THREE_QUARTER_TIME","THREE_QUARTER_TIME","DOCTORAL","GROUND","","BUDGET","FIXED","150","2017-2018"
"Books","STANDARD","GROUND_DOCTORAL_2017-2018_THREE_QUARTER_TIME","THREE_QUARTER_TIME","DOCTORAL","GROUND","","STANDARD","PER_CREDIT","30","2017-2018"
"Resource Fee","STANDARD","GROUND_DOCTORAL_2017-2018_THREE_QUARTER_TIME","THREE_QUARTER_TIME","DOCTORAL","GROUND","","STANDARD","FIXED","140","2017-2018"
"Tuition","STANDARD","GROUND_DOCTORAL_2017-2018_THREE_QUARTER_TIME","THREE_QUARTER_TIME","DOCTORAL","GROUND","","STANDARD","PER_CREDIT","500","2017-2018"
"Personal Miscellaneous","BUDGET","GROUND_GRADUATE_2017-2018_FULL_TIME","FULL_TIME","GRADUATE","GROUND","","BUDGET","FIXED","650","2017-2018"
"Room and Board","BUDGET","GROUND_GRADUATE_2017-2018_FULL_TIME","FULL_TIME","GRADUATE","GROUND","","BUDGET","FIXED","3600","2017-2018"
"Transportation Costs","BUDGET","GROUND_GRADUATE_2017-2018_FULL_TIME","FULL_TIME","GRADUATE","GROUND","","BUDGET","FIXED","150","2017-2018"
"Books","STANDARD","GROUND_GRADUATE_2017-2018_FULL_TIME","FULL_TIME","GRADUATE","GROUND","","STANDARD","PER_CREDIT","30","2017-2018"
"Resource Fee","STANDARD","GROUND_GRADUATE_2017-2018_FULL_TIME","FULL_TIME","GRADUATE","GROUND","","STANDARD","FIXED","140","2017-2018"
"Tuition","STANDARD","GROUND_GRADUATE_2017-2018_FULL_TIME","FULL_TIME","GRADUATE","GROUND","","STANDARD","PER_CREDIT","500","2017-2018"
"Personal Miscellaneous","BUDGET","GROUND_GRADUATE_2017-2018_HALF_TIME","HALF_TIME","GRADUATE","GROUND","","BUDGET","FIXED","650","2017-2018"
"Room and Board","BUDGET","GROUND_GRADUATE_2017-2018_HALF_TIME","HALF_TIME","GRADUATE","GROUND","","BUDGET","FIXED","3600","2017-2018"
"Transportation Costs","BUDGET","GROUND_GRADUATE_2017-2018_HALF_TIME","HALF_TIME","GRADUATE","GROUND","","BUDGET","FIXED","150","2017-2018"
"Books","STANDARD","GROUND_GRADUATE_2017-2018_HALF_TIME","HALF_TIME","GRADUATE","GROUND","","STANDARD","PER_CREDIT","30","2017-2018"
"Resource Fee","STANDARD","GROUND_GRADUATE_2017-2018_HALF_TIME","HALF_TIME","GRADUATE","GROUND","","STANDARD","FIXED","140","2017-2018"
"Tuition","STANDARD","GROUND_GRADUATE_2017-2018_HALF_TIME","HALF_TIME","GRADUATE","GROUND","","STANDARD","PER_CREDIT","500","2017-2018"
"Personal Miscellaneous","BUDGET","GROUND_GRADUATE_2017-2018_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","GRADUATE","GROUND","","BUDGET","FIXED","650","2017-2018"
"Room and Board","BUDGET","GROUND_GRADUATE_2017-2018_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","GRADUATE","GROUND","","BUDGET","FIXED","3600","2017-2018"
"Transportation Costs","BUDGET","GROUND_GRADUATE_2017-2018_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","GRADUATE","GROUND","","BUDGET","FIXED","150","2017-2018"
"Books","STANDARD","GROUND_GRADUATE_2017-2018_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","GRADUATE","GROUND","","STANDARD","PER_CREDIT","30","2017-2018"
"Resource Fee","STANDARD","GROUND_GRADUATE_2017-2018_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","GRADUATE","GROUND","","STANDARD","FIXED","140","2017-2018"
"Tuition","STANDARD","GROUND_GRADUATE_2017-2018_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","GRADUATE","GROUND","","STANDARD","PER_CREDIT","500","2017-2018"
"Personal Miscellaneous","BUDGET","GROUND_GRADUATE_2017-2018_NOT_ATTENDING","NOT_ATTENDING","GRADUATE","GROUND","","BUDGET","FIXED","0","2017-2018"
"Room and Board","BUDGET","GROUND_GRADUATE_2017-2018_NOT_ATTENDING","NOT_ATTENDING","GRADUATE","GROUND","","BUDGET","FIXED","0","2017-2018"
"Transportation Costs","BUDGET","GROUND_GRADUATE_2017-2018_NOT_ATTENDING","NOT_ATTENDING","GRADUATE","GROUND","","BUDGET","FIXED","0","2017-2018"
"Books","STANDARD","GROUND_GRADUATE_2017-2018_NOT_ATTENDING","NOT_ATTENDING","GRADUATE","GROUND","","STANDARD","PER_CREDIT","0","2017-2018"
"Resource Fee","STANDARD","GROUND_GRADUATE_2017-2018_NOT_ATTENDING","NOT_ATTENDING","GRADUATE","GROUND","","STANDARD","FIXED","0","2017-2018"
"Tuition","STANDARD","GROUND_GRADUATE_2017-2018_NOT_ATTENDING","NOT_ATTENDING","GRADUATE","GROUND","","STANDARD","PER_CREDIT","0","2017-2018"
"Personal Miscellaneous","BUDGET","GROUND_GRADUATE_2017-2018_THREE_QUARTER_TIME","THREE_QUARTER_TIME","GRADUATE","GROUND","","BUDGET","FIXED","650","2017-2018"
"Room and Board","BUDGET","GROUND_GRADUATE_2017-2018_THREE_QUARTER_TIME","THREE_QUARTER_TIME","GRADUATE","GROUND","","BUDGET","FIXED","3600","2017-2018"
"Transportation Costs","BUDGET","GROUND_GRADUATE_2017-2018_THREE_QUARTER_TIME","THREE_QUARTER_TIME","GRADUATE","GROUND","","BUDGET","FIXED","150","2017-2018"
"Books","STANDARD","GROUND_GRADUATE_2017-2018_THREE_QUARTER_TIME","THREE_QUARTER_TIME","GRADUATE","GROUND","","STANDARD","PER_CREDIT","30","2017-2018"
"Resource Fee","STANDARD","GROUND_GRADUATE_2017-2018_THREE_QUARTER_TIME","THREE_QUARTER_TIME","GRADUATE","GROUND","","STANDARD","FIXED","140","2017-2018"
"Tuition","STANDARD","GROUND_GRADUATE_2017-2018_THREE_QUARTER_TIME","THREE_QUARTER_TIME","GRADUATE","GROUND","","STANDARD","PER_CREDIT","500","2017-2018"
"Personal Miscellaneous","BUDGET","GROUND_NON_CREDENTIAL_2017-2018_FULL_TIME","FULL_TIME","NON_CREDENTIAL","GROUND","","BUDGET","FIXED","650","2017-2018"
"Room and Board","BUDGET","GROUND_NON_CREDENTIAL_2017-2018_FULL_TIME","FULL_TIME","NON_CREDENTIAL","GROUND","","BUDGET","FIXED","3600","2017-2018"
"Transportation Costs","BUDGET","GROUND_NON_CREDENTIAL_2017-2018_FULL_TIME","FULL_TIME","NON_CREDENTIAL","GROUND","","BUDGET","FIXED","150","2017-2018"
"Books","STANDARD","GROUND_NON_CREDENTIAL_2017-2018_FULL_TIME","FULL_TIME","NON_CREDENTIAL","GROUND","","STANDARD","PER_CREDIT","30","2017-2018"
"Resource Fee","STANDARD","GROUND_NON_CREDENTIAL_2017-2018_FULL_TIME","FULL_TIME","NON_CREDENTIAL","GROUND","","STANDARD","FIXED","140","2017-2018"
"Tuition","STANDARD","GROUND_NON_CREDENTIAL_2017-2018_FULL_TIME","FULL_TIME","NON_CREDENTIAL","GROUND","","STANDARD","PER_CREDIT","500","2017-2018"
"Personal Miscellaneous","BUDGET","GROUND_NON_CREDENTIAL_2017-2018_HALF_TIME","HALF_TIME","NON_CREDENTIAL","GROUND","","BUDGET","FIXED","650","2017-2018"
"Room and Board","BUDGET","GROUND_NON_CREDENTIAL_2017-2018_HALF_TIME","HALF_TIME","NON_CREDENTIAL","GROUND","","BUDGET","FIXED","3600","2017-2018"
"Transportation Costs","BUDGET","GROUND_NON_CREDENTIAL_2017-2018_HALF_TIME","HALF_TIME","NON_CREDENTIAL","GROUND","","BUDGET","FIXED","150","2017-2018"
"Books","STANDARD","GROUND_NON_CREDENTIAL_2017-2018_HALF_TIME","HALF_TIME","NON_CREDENTIAL","GROUND","","STANDARD","PER_CREDIT","30","2017-2018"
"Resource Fee","STANDARD","GROUND_NON_CREDENTIAL_2017-2018_HALF_TIME","HALF_TIME","NON_CREDENTIAL","GROUND","","STANDARD","FIXED","140","2017-2018"
"Tuition","STANDARD","GROUND_NON_CREDENTIAL_2017-2018_HALF_TIME","HALF_TIME","NON_CREDENTIAL","GROUND","","STANDARD","PER_CREDIT","500","2017-2018"
"Personal Miscellaneous","BUDGET","GROUND_NON_CREDENTIAL_2017-2018_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","NON_CREDENTIAL","GROUND","","BUDGET","FIXED","650","2017-2018"
"Room and Board","BUDGET","GROUND_NON_CREDENTIAL_2017-2018_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","NON_CREDENTIAL","GROUND","","BUDGET","FIXED","3600","2017-2018"
"Transportation Costs","BUDGET","GROUND_NON_CREDENTIAL_2017-2018_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","NON_CREDENTIAL","GROUND","","BUDGET","FIXED","150","2017-2018"
"Books","STANDARD","GROUND_NON_CREDENTIAL_2017-2018_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","NON_CREDENTIAL","GROUND","","STANDARD","PER_CREDIT","30","2017-2018"
"Resource Fee","STANDARD","GROUND_NON_CREDENTIAL_2017-2018_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","NON_CREDENTIAL","GROUND","","STANDARD","FIXED","140","2017-2018"
"Tuition","STANDARD","GROUND_NON_CREDENTIAL_2017-2018_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","NON_CREDENTIAL","GROUND","","STANDARD","PER_CREDIT","500","2017-2018"
"Personal Miscellaneous","BUDGET","GROUND_NON_CREDENTIAL_2017-2018_NOT_ATTENDING","NOT_ATTENDING","NON_CREDENTIAL","GROUND","","BUDGET","FIXED","0","2017-2018"
"Room and Board","BUDGET","GROUND_NON_CREDENTIAL_2017-2018_NOT_ATTENDING","NOT_ATTENDING","NON_CREDENTIAL","GROUND","","BUDGET","FIXED","0","2017-2018"
"Transportation Costs","BUDGET","GROUND_NON_CREDENTIAL_2017-2018_NOT_ATTENDING","NOT_ATTENDING","NON_CREDENTIAL","GROUND","","BUDGET","FIXED","0","2017-2018"
"Books","STANDARD","GROUND_NON_CREDENTIAL_2017-2018_NOT_ATTENDING","NOT_ATTENDING","NON_CREDENTIAL","GROUND","","STANDARD","PER_CREDIT","0","2017-2018"
"Resource Fee","STANDARD","GROUND_NON_CREDENTIAL_2017-2018_NOT_ATTENDING","NOT_ATTENDING","NON_CREDENTIAL","GROUND","","STANDARD","FIXED","0","2017-2018"
"Tuition","STANDARD","GROUND_NON_CREDENTIAL_2017-2018_NOT_ATTENDING","NOT_ATTENDING","NON_CREDENTIAL","GROUND","","STANDARD","PER_CREDIT","0","2017-2018"
"Personal Miscellaneous","BUDGET","GROUND_NON_CREDENTIAL_2017-2018_THREE_QUARTER_TIME","THREE_QUARTER_TIME","NON_CREDENTIAL","GROUND","","BUDGET","FIXED","650","2017-2018"
"Room and Board","BUDGET","GROUND_NON_CREDENTIAL_2017-2018_THREE_QUARTER_TIME","THREE_QUARTER_TIME","NON_CREDENTIAL","GROUND","","BUDGET","FIXED","3600","2017-2018"
"Transportation Costs","BUDGET","GROUND_NON_CREDENTIAL_2017-2018_THREE_QUARTER_TIME","THREE_QUARTER_TIME","NON_CREDENTIAL","GROUND","","BUDGET","FIXED","150","2017-2018"
"Books","STANDARD","GROUND_NON_CREDENTIAL_2017-2018_THREE_QUARTER_TIME","THREE_QUARTER_TIME","NON_CREDENTIAL","GROUND","","STANDARD","PER_CREDIT","30","2017-2018"
"Resource Fee","STANDARD","GROUND_NON_CREDENTIAL_2017-2018_THREE_QUARTER_TIME","THREE_QUARTER_TIME","NON_CREDENTIAL","GROUND","","STANDARD","FIXED","140","2017-2018"
"Tuition","STANDARD","GROUND_NON_CREDENTIAL_2017-2018_THREE_QUARTER_TIME","THREE_QUARTER_TIME","NON_CREDENTIAL","GROUND","","STANDARD","PER_CREDIT","500","2017-2018"
"Personal Miscellaneous","BUDGET","ONLINE_ASSOCIATE_2017-2018_FULL_TIME","FULL_TIME","ASSOCIATE","ONLINE","","BUDGET","FIXED","650","2017-2018"
"Room and Board","BUDGET","ONLINE_ASSOCIATE_2017-2018_FULL_TIME","FULL_TIME","ASSOCIATE","ONLINE","","BUDGET","FIXED","3600","2017-2018"
"Transportation Costs","BUDGET","ONLINE_ASSOCIATE_2017-2018_FULL_TIME","FULL_TIME","ASSOCIATE","ONLINE","","BUDGET","FIXED","150","2017-2018"
"Books","STANDARD","ONLINE_ASSOCIATE_2017-2018_FULL_TIME","FULL_TIME","ASSOCIATE","ONLINE","","STANDARD","PER_CREDIT","30","2017-2018"
"Resource Fee","STANDARD","ONLINE_ASSOCIATE_2017-2018_FULL_TIME","FULL_TIME","ASSOCIATE","ONLINE","","STANDARD","FIXED","100","2017-2018"
"Tuition","STANDARD","ONLINE_ASSOCIATE_2017-2018_FULL_TIME","FULL_TIME","ASSOCIATE","ONLINE","","STANDARD","PER_CREDIT","350","2017-2018"
"Personal Miscellaneous","BUDGET","ONLINE_ASSOCIATE_2017-2018_HALF_TIME","HALF_TIME","ASSOCIATE","ONLINE","","BUDGET","FIXED","650","2017-2018"
"Room and Board","BUDGET","ONLINE_ASSOCIATE_2017-2018_HALF_TIME","HALF_TIME","ASSOCIATE","ONLINE","","BUDGET","FIXED","3600","2017-2018"
"Transportation Costs","BUDGET","ONLINE_ASSOCIATE_2017-2018_HALF_TIME","HALF_TIME","ASSOCIATE","ONLINE","","BUDGET","FIXED","150","2017-2018"
"Books","STANDARD","ONLINE_ASSOCIATE_2017-2018_HALF_TIME","HALF_TIME","ASSOCIATE","ONLINE","","STANDARD","PER_CREDIT","30","2017-2018"
"Resource Fee","STANDARD","ONLINE_ASSOCIATE_2017-2018_HALF_TIME","HALF_TIME","ASSOCIATE","ONLINE","","STANDARD","FIXED","100","2017-2018"
"Tuition","STANDARD","ONLINE_ASSOCIATE_2017-2018_HALF_TIME","HALF_TIME","ASSOCIATE","ONLINE","","STANDARD","PER_CREDIT","400","2017-2018"
"Personal Miscellaneous","BUDGET","ONLINE_ASSOCIATE_2017-2018_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","ASSOCIATE","ONLINE","","BUDGET","FIXED","650","2017-2018"
"Room and Board","BUDGET","ONLINE_ASSOCIATE_2017-2018_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","ASSOCIATE","ONLINE","","BUDGET","FIXED","3600","2017-2018"
"Transportation Costs","BUDGET","ONLINE_ASSOCIATE_2017-2018_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","ASSOCIATE","ONLINE","","BUDGET","FIXED","150","2017-2018"
"Books","STANDARD","ONLINE_ASSOCIATE_2017-2018_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","ASSOCIATE","ONLINE","","STANDARD","PER_CREDIT","30","2017-2018"
"Resource Fee","STANDARD","ONLINE_ASSOCIATE_2017-2018_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","ASSOCIATE","ONLINE","","STANDARD","FIXED","100","2017-2018"
"Tuition","STANDARD","ONLINE_ASSOCIATE_2017-2018_LESS_THAN_HALF_TIME","LESS_THAN_HALF_TIME","ASSOCIATE","ONLINE","","STANDARD","PER_CREDIT","400","2017-2018"
"Personal Miscellaneous","BUDGET","ONLINE_ASSOCIATE_2017-2018_NOT_ATTENDING","NOT_ATTENDING","ASSOCIATE","ONLINE","","BUDGET","FIXED","0","2017-2018"
"Room and Board","BUDGET","ONLINE_ASSOCIATE_2017-2018_NOT_ATTENDING","NOT_ATTENDING","ASSOCIATE","ONLINE","","BUDGET","FIXED","0","2017-2018"
"Transportation Costs","BUDGET","ONLINE_ASSOCIATE_2017-2018_NOT_ATTENDING","NOT_ATTENDING","ASSOCIATE","ONLINE","","BUDGET","FIXED","0","2017-2018"
"Books","STANDARD","ONLINE_ASSOCIATE_2017-2018_NOT_ATTENDING","NOT_ATTENDING","ASSOCIATE","ONLINE","","STANDARD","PER_CREDIT","0","2017-2018"
"Resource Fee","STANDARD","ONLINE_ASSOCIATE_2017-2018_NOT_ATTENDING","NOT_ATTENDING","ASSOCIATE","ONLINE","","STANDARD","FIXED","0","2017-2018"
"Tuition","STANDARD","ONLINE_ASSOCIATE_2017-2018_NOT_ATTENDING","NOT_ATTENDING","ASSOCIATE","ONLINE","","STANDARD","PER_CREDIT","0","2017-2018"
"Personal Miscellaneous","BUDGET","ONLINE_ASSOCIATE_2017-2018_THREE_QUARTER_TIME","THREE_QUARTER_TIME","ASSOCIATE","ONLINE","","BUDGET","FIXED","650","2017-2018"
"Room and Board","BUDGET","ONLINE_ASSOCIATE_2017-2018_THREE_QUARTER_TIME","THREE_QUARTER_TIME","ASSOCIATE","ONLINE","","BUDGET","FIXED","3600","2017-2018"
"Transportation Costs","BUDGET","ONLINE_ASSOCIATE_2017-2018_THREE_QUARTER_TIME","THREE_QUARTER_TIME","ASSOCIATE","ONLINE","","BUDGET","FIXED","150","2017-2018"
"Books","STANDARD","ONLINE_ASSOCIATE_2017-2018_THREE_QUARTER_TIME","THREE_QUARTER_TIME","ASSOCIATE","ONLINE","","STANDARD","PER_CREDIT","30","2017-2018"
"Resource Fee","STANDARD","ONLINE_ASSOCIATE_2017-2018_THREE_QUARTER_TIME","THREE_QUARTER_TIME","ASSOCIATE","ONLINE","","STANDARD","FIXED","100","2017-2018"
"Tuition","STANDARD","ONLINE_ASSOCIATE_2017-2018_THREE_QUARTER_TIME","THREE_QUARTER_TIME","ASSOCIATE","ONLINE","","STANDARD","PER_CREDIT","400","2017-2018"
"Personal Miscellaneous","BUDGET","ONLINE_BACHELORS_2017-2018_FULL_TIME","FULL_TIME","BACHELORS","ONLINE","","BUDGET","FIXED","650","2017-2018"
"Room and Board","BUDGET","ONLINE_BACHELORS_2017-2018_FULL_TIME","FULL_TIME","BACHELORS","ONLINE","","BUDGET","FIXED","3600","2017-2018"
"Transportation Costs","BUDGET","ONLINE_BACHELORS_2017-2018_FULL_TIME","FULL_TIME","BACHELORS","ONLINE","","BUDGET","FIXED","150","2017-2018"
"Books","STANDARD","ONLINE_BACHELORS_2017-2018_FULL_TIME","FULL_TIME","BACHELORS","ONLINE","","STANDARD","PER_CREDIT","30","2017-2018"
"Resource Fee","STANDARD","ONLINE_BACHELORS_2017-2018_FULL_TIME","FULL_TIME","BACHELORS","ONLINE","","STANDARD","FIXED","100","2017-2018"
"Tuition","STANDARD","ONLINE_BACHELORS_2017-2018_FULL_TIME","FULL_TIME","BACHELORS","ONLINE","","STANDARD","PER_CREDIT","350","2017-2018"
"Personal Miscellaneous","BUDGET","ONLINE_BACHELORS_2017-2018_HALF_TIME","HALF_TIME","BACHELORS","ONLINE","","BUDGET","FIXED","650","2017-2018"
"Room and Board","BUDGET","ONLINE_BACHELORS_2017-2018_HALF_TIME","HALF_TIME","BACHELORS","ONLINE","","BUDGET","FIXED","3600","2017-2018"
"Transportation Costs","BUDGET","ONLINE_BACHELORS_2017-2018_HALF_TIME","HALF_TIME","BACHELORS","ONLINE","","BUDGET","FIXED","150","2017-2018"
