"Code_Number","Aid_Year","ISIR_Field_Name"
"255","2015-2016","NSLDSUNDERGRADUATESUBSIDIZEDLOANLIMITFLAG"
"256","2015-2016","NSLDSGRADUATECOMBINEDLOANLIMITFLAG"
"256","2015-2016","NSLDSGRADUATESUBSIDIZEDLOANLIMITFLAG"
"260","2015-2016","NSLDSSUBSIDIZEDUSAGELIMITAPPLIESFLAG"
"272","2015-2016","NSLDSFRAUDLOANFLAG"
"289","2015-2016","NSLDSDATABASERESULTSFLAG"
"289","2015-2016","NSLDSMATCHFLAG"
"289","2015-2016","NSLDSTEACHGRANTOVERPAYFLAG"
"290","2015-2016","NSLDSDATABASERESULTSFLAG"
"290","2015-2016","NSLDSMATCHFLAG"
"290","2015-2016","NSLDSTEACHGRANTOVERPAYFLAG"
"291","2015-2016","NSLDSDATABASERESULTSFLAG"
"291","2015-2016","NSLDSMATCHFLAG"
"291","2015-2016","NSLDSTEACHGRANTOVERPAYFLAG"
"292","2015-2016","NSLDSDATABASERESULTSFLAG"
"292","2015-2016","NSLDSMATCHFLAG"
"292","2015-2016","NSLDSTEACHGRANTOVERPAYFLAG"
"293","2015-2016","NSLDSDATABASERESULTSFLAG"
"293","2015-2016","NSLDSMATCHFLAG"
"293","2015-2016","NSLDSTEACHGRANTOVERPAYFLAG"
"294","2015-2016","NSLDSDATABASERESULTSFLAG"
"294","2015-2016","NSLDSMATCHFLAG"
"294","2015-2016","NSLDSTEACHGRANTOVERPAYFLAG"
"309","2015-2016","NSLDSDATABASERESULTSFLAG"
"309","2015-2016","NSLDSIRAQAFGHANISTANOVERPAYFLAG"
"309","2015-2016","NSLDSMATCHFLAG"
"310","2015-2016","NSLDSDATABASERESULTSFLAG"
"310","2015-2016","NSLDSIRAQAFGHANISTANOVERPAYFLAG"
"310","2015-2016","NSLDSMATCHFLAG"
"311","2015-2016","NSLDSDATABASERESULTSFLAG"
"311","2015-2016","NSLDSIRAQAFGHANISTANOVERPAYFLAG"
"311","2015-2016","NSLDSMATCHFLAG"
"312","2015-2016","NSLDSDATABASERESULTSFLAG"
"312","2015-2016","NSLDSIRAQAFGHANISTANOVERPAYFLAG"
"312","2015-2016","NSLDSMATCHFLAG"
"313","2015-2016","NSLDSDATABASERESULTSFLAG"
"313","2015-2016","NSLDSIRAQAFGHANISTANOVERPAYFLAG"
"313","2015-2016","NSLDSMATCHFLAG"
"314","2015-2016","NSLDSDATABASERESULTSFLAG"
"314","2015-2016","NSLDSIRAQAFGHANISTANOVERPAYFLAG"
"314","2015-2016","NSLDSMATCHFLAG"
"346","2015-2016","NSLDSPELLLIFETIMELIMITFLAG"
"347","2015-2016","NSLDSPELLLIFETIMELIMITFLAG"
"359","2015-2016","NSLDSUNUSUALENROLLMENTHISTORYFLAG"
"360","2015-2016","NSLDSUNUSUALENROLLMENTHISTORYFLAG"
"369","2015-2016","PARENT1SSNMATCHFLAG"
"369","2015-2016","PARENT2SSNMATCHFLAG"
"369","2015-2016","PARENTSMARITALSTATUS"
"370","2015-2016","PARENT1SSNMATCHFLAG"
"370","2015-2016","PARENT2SSNMATCHFLAG"
"370","2015-2016","PARENTSMARITALSTATUS"
"373","2015-2016","PARENT1SSNMATCHFLAG"
"373","2015-2016","PARENT2SSNMATCHFLAG"
"373","2015-2016","PARENTSMARITALSTATUS"
"375","2015-2016","PARENT1SSNMATCHFLAG"
"375","2015-2016","PARENT2SSNMATCHFLAG"
"375","2015-2016","PARENTSMARITALSTATUS"
"377","2015-2016","PARENT1SSNMATCHFLAG"
"377","2015-2016","PARENT2SSNMATCHFLAG"
"377","2015-2016","PARENTSMARITALSTATUS"
"379","2015-2016","PARENT1SSNMATCHFLAG"
"379","2015-2016","PARENT2SSNMATCHFLAG"
"379","2015-2016","PARENTSMARITALSTATUS"
"387","2015-2016","PARENT1DATEOFBIRTH"
"387","2015-2016","PARENT1LASTNAME"
"387","2015-2016","PARENT1SOCIALSECURITYNUMBER"
"387","2015-2016","PARENT2DATEOFBIRTH"
"387","2015-2016","PARENT2LASTNAME"
"387","2015-2016","PARENT2SOCIALSECURITYNUMBER"
"387","2015-2016","PARENTSMARITALSTATUS"
"388","2015-2016","PARENT1SOCIALSECURITYNUMBER"
"389","2015-2016","PARENT2SOCIALSECURITYNUMBER"
"392","2015-2016","NSLDSUNDERGRADUATECOMBINEDLOANLIMITFLAG"
"392","2015-2016","NSLDSUNDERGRADUATESUBSIDIZEDLOANLIMITFLAG"
"393","2015-2016","NSLDSUNDERGRADUATECOMBINEDLOANLIMITFLAG"
"393","2015-2016","NSLDSUNDERGRADUATESUBSIDIZEDLOANLIMITFLAG"
"010","2016-2017","NSLDSDATABASERESULTSFLAG"
"010","2016-2017","NSLDSMATCHFLAG"
"010","2016-2017","NSLDSSEOGOVERPAYFLAG"
"011","2016-2017","PARENT1SSNMATCHFLAG"
"011","2016-2017","PARENT2SSNMATCHFLAG"
"011","2016-2017","PARENTSMARITALSTATUS"
"012","2016-2017","PARENT1SSNMATCHFLAG"
"012","2016-2017","PARENT2SSNMATCHFLAG"
"012","2016-2017","PARENTSMARITALSTATUS"
"016","2016-2017","PARENT1LASTNAME"
"016","2016-2017","PARENT1SOCIALSECURITYNUMBER"
"016","2016-2017","PARENT1SSNMATCHFLAG"
"016","2016-2017","PARENT2DATEOFBIRTH"
"016","2016-2017","PARENT2LASTNAME"
"016","2016-2017","PARENT2SOCIALSECURITYNUMBER"
"016","2016-2017","PARENT2SSNMATCHFLAG"
"016","2016-2017","PARENTSMARITALSTATUS"
"017","2016-2017","PARENT1DATEOFBIRTH"
"017","2016-2017","PARENT1LASTNAME"
"017","2016-2017","PARENT1SOCIALSECURITYNUMBER"
"017","2016-2017","PARENT1SSNMATCHFLAG"
"017","2016-2017","PARENT2LASTNAME"
"017","2016-2017","PARENT2SOCIALSECURITYNUMBER"
"017","2016-2017","PARENT2SSNMATCHFLAG"
"017","2016-2017","PARENTSMARITALSTATUS"
"018","2016-2017","DATEOFBIRTH"
"020","2016-2017","NSLDSDATABASERESULTSFLAG"
"020","2016-2017","NSLDSMATCHFLAG"
"020","2016-2017","NSLDSPELLOVERPAYFLAG"
"024","2016-2017","SSNMATCHFLAG"
"024","2016-2017","STUDENTSSN"
"030","2016-2017","SELECTIVESERVICEMATCHFLAG"
"033","2016-2017","SELECTIVESERVICEMATCHFLAG"
"033","2016-2017","SELECTIVESERVICEREGISTRATIONFLAG"
"038","2016-2017","NSLDSDATABASERESULTSFLAG"
"038","2016-2017","NSLDSMATCHFLAG"
"038","2016-2017","NSLDSPELLOVERPAYFLAG"
"039","2016-2017","NSLDSDATABASERESULTSFLAG"
"039","2016-2017","NSLDSMATCHFLAG"
"039","2016-2017","NSLDSPELLOVERPAYFLAG"
"040","2016-2017","PARENT1LASTNAME"
"040","2016-2017","PARENT1SOCIALSECURITYNUMBER"
"040","2016-2017","PARENT1SSNMATCHFLAG"
"040","2016-2017","PARENT2DATEOFBIRTH"
"040","2016-2017","PARENT2SOCIALSECURITYNUMBER"
"040","2016-2017","PARENT2SSNMATCHFLAG"
"040","2016-2017","PARENTSMARITALSTATUS"
"041","2016-2017","NSLDSDATABASERESULTSFLAG"
"041","2016-2017","NSLDSMATCHFLAG"
"041","2016-2017","NSLDSPELLOVERPAYFLAG"
"042","2016-2017","NSLDSDATABASERESULTSFLAG"
"042","2016-2017","NSLDSMATCHFLAG"
"042","2016-2017","NSLDSPELLOVERPAYFLAG"
"043","2016-2017","NSLDSDATABASERESULTSFLAG"
"043","2016-2017","NSLDSMATCHFLAG"
"043","2016-2017","NSLDSPELLOVERPAYFLAG"
"046","2016-2017","ALIENREGISTRATIONNUMBER"
"046","2016-2017","CITIZENSHIPSTATUS"
"046","2016-2017","SECONDARYDHSMATCHFLAG"
"049","2016-2017","PARENT1DATEOFBIRTH"
"049","2016-2017","PARENT1LASTNAME"
"049","2016-2017","PARENT1SOCIALSECURITYNUMBER"
"049","2016-2017","PARENT2DATEOFBIRTH"
"049","2016-2017","PARENT2LASTNAME"
"049","2016-2017","PARENT2SOCIALSECURITYNUMBER"
"049","2016-2017","PARENTSMARITALSTATUS"
"051","2016-2017","PARENT1SSNMATCHFLAG"
"051","2016-2017","PARENT2FIRSTNAMEINITIAL"
"051","2016-2017","PARENT2LASTNAME"
"051","2016-2017","PARENT2SSNMATCHFLAG"
"051","2016-2017","PARENTSMARITALSTATUS"
"053","2016-2017","DRUGCONVICTIONAFFECTINGELIGIBILITY"
"054","2016-2017","DRUGCONVICTIONAFFECTINGELIGIBILITY"
"056","2016-2017","DRUGCONVICTIONAFFECTINGELIGIBILITY"
"057","2016-2017","SELECTIVESERVICEREGISTRATIONFLAG"
"058","2016-2017","DRUGCONVICTIONAFFECTINGELIGIBILITY"
"059","2016-2017","SSNMATCHFLAG"
"060","2016-2017","SSNMATCHFLAG"
"061","2016-2017","SSNMATCHFLAG"
"062","2016-2017","DATEAPPLICATIONCOMPLETED"
"062","2016-2017","STUDENTMARITALSTATUS"
"063","2016-2017","DATEOFBIRTH"
"063","2016-2017","SSNMATCHFLAG"
"064","2016-2017","SSNMATCHFLAG"
"064","2016-2017","STUDENTFIRSTNAME"
"064","2016-2017","STUDENTLASTNAME"
"065","2016-2017","NSLDSDATABASERESULTSFLAG"
"065","2016-2017","NSLDSFRAUDLOANFLAG"
"065","2016-2017","NSLDSMATCHFLAG"
"065","2016-2017","NSLDSSEOGOVERPAYFLAG"
"066","2016-2017","NSLDSDATABASERESULTSFLAG"
"066","2016-2017","NSLDSFRAUDLOANFLAG"
"066","2016-2017","NSLDSMATCHFLAG"
"066","2016-2017","NSLDSSEOGOVERPAYFLAG"
"067","2016-2017","NSLDSDATABASERESULTSFLAG"
"067","2016-2017","NSLDSFRAUDLOANFLAG"
"067","2016-2017","NSLDSMATCHFLAG"
"067","2016-2017","NSLDSSEOGOVERPAYFLAG"
"068","2016-2017","ALIENREGISTRATIONNUMBER"
"068","2016-2017","CITIZENSHIPSTATUS"
"069","2016-2017","DATEOFBIRTH"
"072","2016-2017","DATEOFBIRTH"
"076","2016-2017","SSNMATCHFLAG"
"077","2016-2017","NSLDSDATABASERESULTSFLAG"
"077","2016-2017","NSLDSMATCHFLAG"
"077","2016-2017","NSLDSSEOGOVERPAYFLAG"
"079","2016-2017","NSLDSDATABASERESULTSFLAG"
"079","2016-2017","NSLDSMATCHFLAG"
"079","2016-2017","NSLDSSEOGOVERPAYFLAG"
"080","2016-2017","STUDENTFIRSTNAME"
"080","2016-2017","STUDENTLASTNAME"
"082","2016-2017","STUDENTFIRSTNAME"
"082","2016-2017","STUDENTLASTNAME"
"083","2016-2017","PARENT1SOCIALSECURITYNUMBER"
"083","2016-2017","PARENTSMARITALSTATUS"
"084","2016-2017","PARENT2SOCIALSECURITYNUMBER"
"084","2016-2017","PARENTSMARITALSTATUS"
"086","2016-2017","NSLDSDATABASERESULTSFLAG"
"086","2016-2017","NSLDSMATCHFLAG"
"086","2016-2017","NSLDSPERKINSOVERPAYFLAG"
"089","2016-2017","PARENT1INCOMEEARNEDFROMWORK"
"089","2016-2017","PARENT2INCOMEEARNEDFROMWORK"
"089","2016-2017","PARENTSMARITALSTATUS"
"090","2016-2017","NSLDSDATABASERESULTSFLAG"
"090","2016-2017","NSLDSMATCHFLAG"
"090","2016-2017","NSLDSPERKINSOVERPAYFLAG"
"099","2016-2017","PARENTSMARITALSTATUS"
"099","2016-2017","SPOUSESINCOMEEARNEDFROMWORK"
"099","2016-2017","STUDENTSINCOMEEARNEDFROMWORK"
"100","2016-2017","NSLDSDATABASERESULTSFLAG"
"100","2016-2017","NSLDSMATCHFLAG"
"100","2016-2017","NSLDSPERKINSOVERPAYFLAG"
"101","2016-2017","NSLDSDATABASERESULTSFLAG"
"101","2016-2017","NSLDSMATCHFLAG"
"101","2016-2017","NSLDSPERKINSOVERPAYFLAG"
"102","2016-2017","NSLDSDATABASERESULTSFLAG"
"102","2016-2017","NSLDSMATCHFLAG"
"102","2016-2017","NSLDSPERKINSOVERPAYFLAG"
"105","2016-2017","ALIENREGISTRATIONNUMBER"
"105","2016-2017","CITIZENSHIPSTATUS"
"105","2016-2017","SECONDARYDHSMATCHFLAG"
"107","2016-2017","NSLDSDATABASERESULTSFLAG"
"107","2016-2017","NSLDSMATCHFLAG"
"107","2016-2017","NSLDSPERKINSOVERPAYFLAG"
"109","2016-2017","ALIENREGISTRATIONNUMBER"
"109","2016-2017","CITIZENSHIPSTATUS"
"109","2016-2017","SECONDARYDHSMATCHFLAG"
"110","2016-2017","PREPARERSSIGNATURE"
"111","2016-2017","PARENTSADJUSTEDGROSSINCOMEFROMIRSFORM"
"111","2016-2017","PARENTSUSINCOMETAXPAID"
"114","2016-2017","STUDENTSADJUSTEDGROSSINCOMEFROMIRSFORM"
"114","2016-2017","STUDENTSUSINCOMETAXPAID"
"115","2016-2017","NSLDSDATABASERESULTSFLAG"
"115","2016-2017","NSLDSDISCHARGEDLOANFLAG"
"116","2016-2017","NSLDSACTIVEBANKRUPTCYFLAG"
"116","2016-2017","NSLDSDATABASERESULTSFLAG"
"119","2016-2017","DATEAPPLICATIONCOMPLETED"
"119","2016-2017","STUDENTMARITALSTATUS"
"119","2016-2017","TRANSACTIONRECEIPTDATE"
"124","2016-2017","NSLDSDEFAULTEDLOANFLAG"
"124","2016-2017","NSLDSFRAUDLOANFLAG"
"126","2016-2017","PARENT1INCOMEEARNEDFROMWORK"
"126","2016-2017","PARENT2INCOMEEARNEDFROMWORK"
"126","2016-2017","PARENTSTAXRETURNFILINGSTATUS"
"126","2016-2017","STUDENTSINCOMEEARNEDFROMWORK"
"126","2016-2017","STUDENTSTAXRETURNFILINGSTATUS"
"129","2016-2017","PARENT1INCOMEEARNEDFROMWORK"
"129","2016-2017","PARENT2INCOMEEARNEDFROMWORK"
"129","2016-2017","PARENTSOTHERUNTAXEDINCOME"
"130","2016-2017","SPOUSESINCOMEEARNEDFROMWORK"
"130","2016-2017","STUDENTSINCOMEEARNEDFROMWORK"
"130","2016-2017","STUDENTSOTHERUNTAXEDINCOME"
"131","2016-2017","SPOUSESINCOMEEARNEDFROMWORK"
"131","2016-2017","STUDENTSINCOMEEARNEDFROMWORK"
"131","2016-2017","STUDENTSTAXRETURNCOMPLETED"
"132","2016-2017","NSLDSDATABASERESULTSFLAG"
"132","2016-2017","NSLDSDEFAULTEDLOANFLAG"
"132","2016-2017","NSLDSMATCHFLAG"
"133","2016-2017","NSLDSDATABASERESULTSFLAG"
"133","2016-2017","NSLDSFRAUDLOANCHANGEFLAG"
"133","2016-2017","NSLDSMATCHFLAG"
"133","2016-2017","NSLDSOVERPAYSCHANGEFLAG"
"134","2016-2017","NSLDSDEFAULTEDLOANFLAG"
"134","2016-2017","NSLDSDEFAULTEDLOANFLAG"
"134","2016-2017","NSLDSOVERPAYSCHANGEFLAG"
"135","2016-2017","NSLDSLOAN1CONTACTCODE"
"135","2016-2017","NSLDSLOAN2CONTACTCODE"
"135","2016-2017","NSLDSLOAN3CONTACTCODE"
"135","2016-2017","NSLDSLOAN4CONTACTCODE"
"135","2016-2017","NSLDSLOAN5CONTACTCODE"
"135","2016-2017","NSLDSLOAN6CONTACTCODE"
"136","2016-2017","FAAFEDERALSCHOOLCODE"
"137","2016-2017","NSLDSLOAN1CONTACTCODE"
"137","2016-2017","NSLDSLOAN2CONTACTCODE"
"137","2016-2017","NSLDSLOAN3CONTACTCODE"
"137","2016-2017","NSLDSLOAN4CONTACTCODE"
"137","2016-2017","NSLDSLOAN5CONTACTCODE"
"137","2016-2017","NSLDSLOAN6CONTACTCODE"
"138","2016-2017","NSLDSDATABASERESULTSFLAG"
"138","2016-2017","NSLDSMATCHFLAG"
"140","2016-2017","SSNMATCHFLAG"
"141","2016-2017","ALIENREGISTRATIONNUMBER"
"141","2016-2017","CITIZENSHIPSTATUS"
"141","2016-2017","DHSMATCHFLAG"
"142","2016-2017","ALIENREGISTRATIONNUMBER"
"142","2016-2017","CITIZENSHIPSTATUS"
"142","2016-2017","DHSMATCHFLAG"
"144","2016-2017","ALIENREGISTRATIONNUMBER"
"144","2016-2017","CITIZENSHIPSTATUS"
"144","2016-2017","DHSMATCHFLAG"
"145","2016-2017","SSNMATCHFLAG"
"146","2016-2017","SSACITIZENSHIPFLAG"
"150","2016-2017","PARENTSBUSINESSANDORINVESTMENTFARMNETWORTH"
"150","2016-2017","PARENTSCASHSAVINGSANDCHECKING"
"150","2016-2017","PARENTSINVESTMENTNETWORTH"
"151","2016-2017","PARENTSBUSINESSANDORINVESTMENTFARMNETWORTH"
"151","2016-2017","PARENTSCASHSAVINGSANDCHECKING"
"151","2016-2017","PARENTSINVESTMENTNETWORTH"
"152","2016-2017","STUDENTSADJUSTEDGROSSINCOMEFROMIRSFORM"
"152","2016-2017","STUDENTSUSINCOMETAXPAID"
"153","2016-2017","STUDENTSADJUSTEDGROSSINCOMEFROMIRSFORM"
"153","2016-2017","STUDENTSUSINCOMETAXPAID"
"154","2016-2017","STUDENTSADJUSTEDGROSSINCOMEFROMIRSFORM"
"154","2016-2017","STUDENTSUSINCOMETAXPAID"
"155","2016-2017","STUDENTSADJUSTEDGROSSINCOMEFROMIRSFORM"
"155","2016-2017","STUDENTSUSINCOMETAXPAID"
"162","2016-2017","AREYOUONACTIVEDUTYINUSARMEDFORCES"
"162","2016-2017","VAMATCHFLAG"
"162","2016-2017","VETERANOFUSARMEDFORCES"
"164","2016-2017","ASSUMEDPARENT1SSN"
"164","2016-2017","ASSUMEDPARENT2SSN"
"168","2016-2017","PARENTSMARITALSTATUS"
"168","2016-2017","PARENTSNUMBEROFFAMILYMEMBERS"
"169","2016-2017","STUDENTMARITALSTATUS"
"169","2016-2017","STUDENTSNUMBEROFFAMILYMEMBERS"
"173","2016-2017","AREYOUONACTIVEDUTYINUSARMEDFORCES"
"173","2016-2017","VAMATCHFLAG"
"173","2016-2017","VETERANOFUSARMEDFORCES"
"178","2016-2017","PARENTSNUMBEROFFAMILYMEMBERS"
"179","2016-2017","STUDENTSNUMBEROFFAMILYMEMBERS"
"180","2016-2017","AREYOUONACTIVEDUTYINUSARMEDFORCES"
"180","2016-2017","VAMATCHFLAG"
"180","2016-2017","VETERANOFUSARMEDFORCES"
"190","2016-2017","NSLDSLOAN1CONTACTCODE"
"191","2016-2017","NSLDSLOAN1CONTACTCODE"
"195","2016-2017","NSLDSLOAN1CONTACTCODE"
"196","2016-2017","NSLDSLOAN1CONTACTCODE"
"198","2016-2017","NSLDSLOAN1CONTACTCODE"
"201","2016-2017","NSLDSLOAN1CONTACTCODE"
"202","2016-2017","NSLDSLOAN1CONTACTCODE"
"203","2016-2017","NSLDSLOAN1CONTACTCODE"
"205","2016-2017","NSLDSLOAN1CONTACTCODE"
"206","2016-2017","NSLDSLOAN1CONTACTCODE"
"209","2016-2017","NSLDSLOAN1CONTACTCODE"
"210","2016-2017","NSLDSLOAN1CONTACTCODE"
"211","2016-2017","NSLDSLOAN1CONTACTCODE"
"213","2016-2017","NSLDSLOAN1CONTACTCODE"
"214","2016-2017","NSLDSLOAN1CONTACTCODE"
"215","2016-2017","NSLDSLOAN1CONTACTCODE"
"216","2016-2017","NSLDSLOAN1CONTACTCODE"
"217","2016-2017","NSLDSLOAN1CONTACTCODE"
"218","2016-2017","NSLDSLOAN1CONTACTCODE"
"220","2016-2017","NSLDSLOAN1CONTACTCODE"
"222","2016-2017","NSLDSLOAN1CONTACTCODE"
"223","2016-2017","NSLDSLOAN1CONTACTCODE"
"224","2016-2017","NSLDSLOAN1CONTACTCODE"
"226","2016-2017","NSLDSLOAN1CONTACTCODE"
"227","2016-2017","NSLDSLOAN1CONTACTCODE"
"228","2016-2017","NSLDSLOAN1CONTACTCODE"
"229","2016-2017","NSLDSLOAN1CONTACTCODE"
"231","2016-2017","NSLDSLOAN1CONTACTCODE"
"232","2016-2017","NSLDSLOAN1CONTACTCODE"
"235","2016-2017","NSLDSLOAN1CONTACTCODE"
"238","2016-2017","NSLDSLOAN1CONTACTCODE"
"239","2016-2017","NSLDSLOAN1CONTACTCODE"
"254","2016-2017","NSLDSSUBSIDIZEDUSAGELIMITAPPLIESFLAG"
"255","2016-2017","NSLDSUNDERGRADUATECOMBINEDLOANLIMITFLAG"
"255","2016-2017","NSLDSUNDERGRADUATESUBSIDIZEDLOANLIMITFLAG"
"256","2016-2017","NSLDSGRADUATECOMBINEDLOANLIMITFLAG"
"256","2016-2017","NSLDSGRADUATESUBSIDIZEDLOANLIMITFLAG"
"260","2016-2017","NSLDSSUBSIDIZEDUSAGELIMITAPPLIESFLAG"
"272","2016-2017","NSLDSFRAUDLOANFLAG"
"289","2016-2017","NSLDSDATABASERESULTSFLAG"
"289","2016-2017","NSLDSMATCHFLAG"
"289","2016-2017","NSLDSTEACHGRANTOVERPAYFLAG"
"290","2016-2017","NSLDSDATABASERESULTSFLAG"
"290","2016-2017","NSLDSMATCHFLAG"
"290","2016-2017","NSLDSTEACHGRANTOVERPAYFLAG"
"291","2016-2017","NSLDSDATABASERESULTSFLAG"
"291","2016-2017","NSLDSMATCHFLAG"
"291","2016-2017","NSLDSTEACHGRANTOVERPAYFLAG"
"292","2016-2017","NSLDSDATABASERESULTSFLAG"
"292","2016-2017","NSLDSMATCHFLAG"
"292","2016-2017","NSLDSTEACHGRANTOVERPAYFLAG"
"293","2016-2017","NSLDSDATABASERESULTSFLAG"
"293","2016-2017","NSLDSMATCHFLAG"
"293","2016-2017","NSLDSTEACHGRANTOVERPAYFLAG"
"294","2016-2017","NSLDSDATABASERESULTSFLAG"
"294","2016-2017","NSLDSMATCHFLAG"
"294","2016-2017","NSLDSTEACHGRANTOVERPAYFLAG"
"309","2016-2017","NSLDSDATABASERESULTSFLAG"
"309","2016-2017","NSLDSIRAQAFGHANISTANOVERPAYFLAG"
"309","2016-2017","NSLDSMATCHFLAG"
"310","2016-2017","NSLDSDATABASERESULTSFLAG"
"310","2016-2017","NSLDSIRAQAFGHANISTANOVERPAYFLAG"
"310","2016-2017","NSLDSMATCHFLAG"
"311","2016-2017","NSLDSDATABASERESULTSFLAG"
"311","2016-2017","NSLDSIRAQAFGHANISTANOVERPAYFLAG"
"311","2016-2017","NSLDSMATCHFLAG"
"312","2016-2017","NSLDSDATABASERESULTSFLAG"
"312","2016-2017","NSLDSIRAQAFGHANISTANOVERPAYFLAG"
"312","2016-2017","NSLDSMATCHFLAG"
"313","2016-2017","NSLDSDATABASERESULTSFLAG"
"313","2016-2017","NSLDSIRAQAFGHANISTANOVERPAYFLAG"
"313","2016-2017","NSLDSMATCHFLAG"
"314","2016-2017","NSLDSDATABASERESULTSFLAG"
"314","2016-2017","NSLDSIRAQAFGHANISTANOVERPAYFLAG"
"314","2016-2017","NSLDSMATCHFLAG"
"346","2016-2017","NSLDSPELLLIFETIMELIMITFLAG"
"347","2016-2017","NSLDSPELLLIFETIMELIMITFLAG"
"359","2016-2017","NSLDSUNUSUALENROLLMENTHISTORYFLAG"
"360","2016-2017","NSLDSUNUSUALENROLLMENTHISTORYFLAG"
"369","2016-2017","PARENT1SSNMATCHFLAG"
"369","2016-2017","PARENT2SSNMATCHFLAG"
"369","2016-2017","PARENTSMARITALSTATUS"
"370","2016-2017","PARENT1SSNMATCHFLAG"
"370","2016-2017","PARENT2SSNMATCHFLAG"
"370","2016-2017","PARENTSMARITALSTATUS"
"373","2016-2017","PARENT1SSNMATCHFLAG"
"373","2016-2017","PARENT2SSNMATCHFLAG"
"373","2016-2017","PARENTSMARITALSTATUS"
"375","2016-2017","PARENT1SSNMATCHFLAG"
"375","2016-2017","PARENT2SSNMATCHFLAG"
"375","2016-2017","PARENTSMARITALSTATUS"
"377","2016-2017","PARENT1SSNMATCHFLAG"
"377","2016-2017","PARENT2SSNMATCHFLAG"
"377","2016-2017","PARENTSMARITALSTATUS"
"379","2016-2017","PARENT1SSNMATCHFLAG"
"379","2016-2017","PARENT2SSNMATCHFLAG"
"379","2016-2017","PARENTSMARITALSTATUS"
"387","2016-2017","PARENT1DATEOFBIRTH"
"387","2016-2017","PARENT1LASTNAME"
"387","2016-2017","PARENT1SOCIALSECURITYNUMBER"
"387","2016-2017","PARENT2DATEOFBIRTH"
"387","2016-2017","PARENT2LASTNAME"
"387","2016-2017","PARENT2SOCIALSECURITYNUMBER"
"387","2016-2017","PARENTSMARITALSTATUS"
"388","2016-2017","PARENT1SOCIALSECURITYNUMBER"
"389","2016-2017","PARENT2SOCIALSECURITYNUMBER"
"392","2016-2017","NSLDSUNDERGRADUATECOMBINEDLOANLIMITFLAG"
"392","2016-2017","NSLDSUNDERGRADUATESUBSIDIZEDLOANLIMITFLAG"
"393","2016-2017","NSLDSUNDERGRADUATECOMBINEDLOANLIMITFLAG"
"393","2016-2017","NSLDSUNDERGRADUATESUBSIDIZEDLOANLIMITFLAG"
"394","2016-2017","PARENT1SOCIALSECURITYNUMBER"
"394","2016-2017","PARENT2SOCIALSECURITYNUMBER"
"007","2017-2018","PARENT1SSNMATCHFLAG"
"007","2017-2018","PARENT2SSNMATCHFLAG"
"007","2017-2018","PARENTSMARITALSTATUS"
"008","2017-2018","PARENT1SSNMATCHFLAG"
"008","2017-2018","PARENT2SSNMATCHFLAG"
"008","2017-2018","PARENTSMARITALSTATUS"
"010","2017-2018","NSLDSDATABASERESULTSFLAG"
"010","2017-2018","NSLDSMATCHFLAG"
"010","2017-2018","NSLDSSEOGOVERPAYFLAG"
"011","2017-2018","PARENT1SSNMATCHFLAG"
"011","2017-2018","PARENT2SSNMATCHFLAG"
"011","2017-2018","PARENTSMARITALSTATUS"
"012","2017-2018","PARENT1SSNMATCHFLAG"
"012","2017-2018","PARENT2SSNMATCHFLAG"
"012","2017-2018","PARENTSMARITALSTATUS"
"014","2017-2018","PARENT1SSNMATCHFLAG"
"014","2017-2018","PARENT2SSNMATCHFLAG"
"014","2017-2018","PARENTSMARITALSTATUS"
"015","2017-2018","PARENT1SSNMATCHFLAG"
"015","2017-2018","PARENT2SSNMATCHFLAG"
"015","2017-2018","PARENTSMARITALSTATUS"
"016","2017-2018","PARENT1LASTNAME"
"016","2017-2018","PARENT1SOCIALSECURITYNUMBER"
"016","2017-2018","PARENT1SSNMATCHFLAG"
"016","2017-2018","PARENT2DATEOFBIRTH"
"016","2017-2018","PARENT2LASTNAME"
"016","2017-2018","PARENT2SOCIALSECURITYNUMBER"
"016","2017-2018","PARENT2SSNMATCHFLAG"
"016","2017-2018","PARENTSMARITALSTATUS"
"017","2017-2018","PARENT1DATEOFBIRTH"
"017","2017-2018","PARENT1LASTNAME"
"017","2017-2018","PARENT1SOCIALSECURITYNUMBER"
"017","2017-2018","PARENT1SSNMATCHFLAG"
"017","2017-2018","PARENT2LASTNAME"
"017","2017-2018","PARENT2SOCIALSECURITYNUMBER"
"017","2017-2018","PARENT2SSNMATCHFLAG"
"017","2017-2018","PARENTSMARITALSTATUS"
"018","2017-2018","DATEOFBIRTH"
"019","2017-2018","PARENT1SSNMATCHFLAG"
"019","2017-2018","PARENT2SSNMATCHFLAG"
"019","2017-2018","PARENTSMARITALSTATUS"
"020","2017-2018","NSLDSDATABASERESULTSFLAG"
"020","2017-2018","NSLDSMATCHFLAG"
"020","2017-2018","NSLDSPELLOVERPAYFLAG"
"021","2017-2018","PARENT1SSNMATCHFLAG"
"021","2017-2018","PARENT2SSNMATCHFLAG"
"021","2017-2018","PARENTSMARITALSTATUS"
"022","2017-2018","PARENT1SSNMATCHFLAG"
"022","2017-2018","PARENT2SSNMATCHFLAG"
"022","2017-2018","PARENTSMARITALSTATUS"
"024","2017-2018","SSNMATCHFLAG"
"024","2017-2018","STUDENTSSN"
"025","2017-2018","PARENT1SSNMATCHFLAG"
"025","2017-2018","PARENT2SSNMATCHFLAG"
